Time;PID1-Setpoint_Yset;PID2-Setpoint_Yset;Process-Disturbance_D;minSelect-SelectorOut;Process-Output_Y_sim;PID1-PID_U;PID2-PID_U
2021-01-01 00:02:23;50;70;-3.8525;51.619;47.293;51.619;52.832
2021-01-01 00:02:24;50;70;-3.4227;51.377;47.828;51.377;52.619
2021-01-01 00:02:25;50;70;-2.9389;51.116;48.394;51.116;52.377
2021-01-01 00:02:26;50;70;-2.4087;50.834;48.988;50.834;52.116
2021-01-01 00:02:27;50;70;-1.8406;50.54;49.594;50.54;51.834
2021-01-01 00:02:28;50;70;-1.2434;50.237;50.208;50.237;51.54
2021-01-01 00:02:29;50;70;-0.62666;49.931;50.818;49.931;51.237
2021-01-01 00:02:30;50;70;-3.6738E-15;49.623;51.416;49.623;50.931
2021-01-01 00:02:31;50;70;80.628;49.322;100;49.322;50.623
2021-01-01 00:02:32;50;70;81.243;0;100;24.931;0
2021-01-01 00:02:33;50;70;81.842;0;100;1;0
2021-01-01 00:02:34;50;70;82.41;0;100;0.9;0
2021-01-01 00:02:35;50;70;82.94;0;100;0.8;0
2021-01-01 00:02:36;50;70;83.424;0;100;0.7;0
2021-01-01 00:02:37;50;70;83.854;0;100;0.6;0
2021-01-01 00:02:38;50;70;84.223;0;100;0.5;0
2021-01-01 00:02:39;50;70;84.524;0;100;0.4;0
2021-01-01 00:02:40;50;70;84.755;0;100;0.3;0
2021-01-01 00:02:41;50;70;84.911;0;100;0.2;0
2021-01-01 00:02:42;50;70;84.99;0;100;0.1;0
2021-01-01 00:02:43;50;70;84.99;0;100;1.3879E-16;0
2021-01-01 00:02:44;50;70;84.911;0;100;0;0
2021-01-01 00:02:45;50;70;84.755;0;100;0;0
2021-01-01 00:02:46;50;70;84.524;0;100;0;0
2021-01-01 00:02:47;50;70;84.223;0;100;0;0
2021-01-01 00:02:48;50;70;83.854;0;100;0;0
2021-01-01 00:02:49;50;70;83.424;0;98.138;0;0
2021-01-01 00:02:50;50;70;82.94;0;96.317;0.83524;0
2021-01-01 00:02:51;50;70;82.41;0.1342;94.569;1;0.1342
2021-01-01 00:02:52;50;70;81.842;0.35071;92.897;1.1342;0.35071
2021-01-01 00:02:53;50;70;81.243;0.64527;91.293;1.3507;0.64527
2021-01-01 00:02:54;50;70;80.628;1.0106;89.763;1.6454;1.0106
2021-01-01 00:02:55;50;70;80;1.4362;88.307;2.0106;1.4362
2021-01-01 00:02:56;50;70;79.373;1.9101;86.936;2.4362;1.9101
2021-01-01 00:02:57;50;70;78.758;2.391;85.665;2.9101;2.391
2021-01-01 00:02:58;50;70;78.159;2.8472;84.497;3.391;2.8472
2021-01-01 00:02:59;50;70;77.591;3.2473;83.446;3.8472;3.2473
2021-01-01 00:03:00;50;70;77.061;3.5594;82.513;4.2473;3.5594
2021-01-01 00:03:01;50;70;76.577;3.7546;81.707;4.5594;3.7546
2021-01-01 00:03:02;50;70;76.147;3.8053;81.028;4.7546;3.8053
2021-01-01 00:03:03;50;70;75.778;3.6925;80.476;4.8053;3.6925
2021-01-01 00:03:04;50;70;75.477;3.4037;80.04;4.6925;3.4037
2021-01-01 00:03:05;50;70;75.246;2.9336;79.719;4.4037;2.9336
2021-01-01 00:03:06;50;70;75.09;2.2829;79.496;3.9336;2.2829
2021-01-01 00:03:07;50;70;75.011;1.4597;79.364;3.2829;1.4597
2021-01-01 00:03:08;50;70;75.011;0.47815;79.304;2.4597;0.47815
2021-01-01 00:03:09;50;70;75.09;0;79.302;1.4781;0
2021-01-01 00:03:10;50;70;75.246;0;79.342;1;0
2021-01-01 00:03:11;50;70;75.477;0;79.408;0.92136;0
2021-01-01 00:03:12;50;70;75.778;0;79.486;0.8294;0
2021-01-01 00:03:13;50;70;76.147;0;79.56;0.73152;0
2021-01-01 00:03:14;50;70;76.577;0;79.681;0.6346;0
2021-01-01 00:03:15;50;70;77.061;0;79.883;0.51544;0
2021-01-01 00:03:16;50;70;77.591;0;80.155;0.3548;0
2021-01-01 00:03:17;50;70;78.159;0;80.49;0.15763;0
2021-01-01 00:03:18;50;70;78.758;0;80.877;0;0
2021-01-01 00:03:19;50;70;79.373;0;81.301;0;0
2021-01-01 00:03:20;50;70;80;0;81.751;0;0
2021-01-01 00:03:21;50;70;80.628;0;82.22;0;0
2021-01-01 00:03:22;50;70;81.243;0;82.692;0;0
2021-01-01 00:03:23;50;70;81.842;0;83.156;0;0
2021-01-01 00:03:24;50;70;82.41;0;83.606;0;0
2021-01-01 00:03:25;50;70;82.94;0;84.026;0;0
2021-01-01 00:03:26;50;70;83.424;0;84.411;0;0
2021-01-01 00:03:27;50;70;83.854;0;84.751;0;0
2021-01-01 00:03:28;50;70;84.223;0;85.04;0;0
2021-01-01 00:03:29;50;70;84.524;0;85.268;0;0
2021-01-01 00:03:30;50;70;84.755;0;85.432;0;0
2021-01-01 00:03:31;50;70;84.911;0;85.525;0;0
2021-01-01 00:03:32;50;70;84.99;0;85.548;0;0
2021-01-01 00:03:33;50;70;84.99;0;85.497;0;0
2021-01-01 00:03:34;50;70;84.911;0;85.374;0;0
2021-01-01 00:03:35;50;70;84.755;0;85.176;0;0
2021-01-01 00:03:36;50;70;84.524;0;84.905;0.028692;0
2021-01-01 00:03:37;50;70;84.223;0;84.568;0.093512;0
2021-01-01 00:03:38;50;70;83.854;0;84.169;0.19296;0
2021-01-01 00:03:39;50;70;83.424;0;83.709;0.32491;0
2021-01-01 00:03:40;50;70;82.94;0;83.199;0.48671;0
2021-01-01 00:03:41;50;70;82.41;0;82.645;0.67525;0
2021-01-01 00:03:42;50;70;81.842;0;82.057;0.88687;0
2021-01-01 00:03:43;50;70;81.243;0;81.439;1;0
2021-01-01 00:03:44;50;70;0.62668;0;0.80447;1;0
2021-01-01 00:03:45;50;70;5.5107E-15;1;0.16164;1;1
2021-01-01 00:03:46;50;70;-0.62666;1.4212;0;1.4212;2
2021-01-01 00:03:47;50;70;-1.2434;1.6019;0;1.6019;2.4212
2021-01-01 00:03:48;50;70;-1.8406;1.7019;0;1.7019;2.6019
2021-01-01 00:03:49;50;70;-2.4087;1.8019;0;1.8019;2.7019
2021-01-01 00:03:50;50;70;-2.9389;1.9019;0;1.9019;2.8019
2021-01-01 00:03:51;50;70;-3.4227;2.0019;0;2.0019;2.9019
2021-01-01 00:03:52;50;70;-3.8525;2.1019;0;2.1019;3.0019
2021-01-01 00:03:53;50;70;-4.2216;2.2019;0;2.2019;3.1019
2021-01-01 00:03:54;50;70;-4.5241;2.3019;0;2.3019;3.2019
2021-01-01 00:03:55;50;70;-4.7552;2.4019;0;2.4019;3.3019
2021-01-01 00:03:56;50;70;-4.9114;2.5019;0;2.5019;3.4019
2021-01-01 00:03:57;50;70;-4.9901;2.6019;0;2.6019;3.5019
2021-01-01 00:03:58;50;70;-4.9901;2.7019;0;2.7019;3.6019
2021-01-01 00:03:59;50;70;-4.9114;2.8019;0;2.8019;3.7019
2021-01-01 00:04:00;50;70;-4.7552;2.9019;0;2.9019;3.8019
2021-01-01 00:04:01;50;70;-4.5241;3.0019;0;3.0019;3.9019
2021-01-01 00:04:02;50;70;-4.2216;3.1019;0;3.1019;4.0019
2021-01-01 00:04:03;50;70;-3.8525;3.2019;0;3.2019;4.1019
2021-01-01 00:04:04;50;70;-3.4227;3.3019;0;3.3019;4.2019
2021-01-01 00:04:05;50;70;-2.9389;3.4019;0;3.4019;4.3019
2021-01-01 00:04:06;50;70;-2.4087;3.5019;0;3.5019;4.4019
2021-01-01 00:04:07;50;70;-1.8406;3.6019;0.21803;3.6019;4.5019
2021-01-01 00:04:08;50;70;-1.2434;3.5926;0.91912;3.5926;4.6019
2021-01-01 00:04:09;50;70;-0.62666;3.3402;1.6396;3.3402;4.5926
2021-01-01 00:04:10;50;70;-6.123E-15;3.0766;2.3694;3.0766;4.3402
2021-01-01 00:04:11;50;70;0.62668;2.8069;3.099;2.8069;4.0766
2021-01-01 00:04:12;50;70;1.2434;2.5359;3.8186;2.5359;3.8069
2021-01-01 00:04:13;50;70;1.8406;2.2685;4.5083;2.2685;3.5359
2021-01-01 00:04:14;50;70;2.4089;2.0148;5.1374;2.0148;3.2685
2021-01-01 00:04:15;50;70;2.9389;1.7899;5.6992;1.7899;3.0148
2021-01-01 00:04:16;50;70;3.4227;1.5976;6.1874;1.5976;2.7899
2021-01-01 00:04:17;50;70;3.8527;1.4412;6.5963;1.4412;2.5976
2021-01-01 00:04:18;50;70;4.2216;1.3235;6.9223;1.3235;2.4412
2021-01-01 00:04:19;50;70;4.5241;1.2467;7.1623;1.2467;2.3235
2021-01-01 00:04:20;50;70;4.7554;1.2123;7.3165;1.2123;2.2467
2021-01-01 00:04:21;50;70;4.9114;1.2205;7.3849;1.2205;2.2123
2021-01-01 00:04:22;50;70;4.9901;1.2715;7.3699;1.2715;2.2205
2021-01-01 00:04:23;50;70;4.9901;1.3643;7.2737;1.3643;2.2715
2021-01-01 00:04:24;50;70;4.9114;1.4978;7.1009;1.4978;2.3643
2021-01-01 00:04:25;50;70;4.7554;1.6702;6.8559;1.6702;2.4978
2021-01-01 00:04:26;50;70;4.5241;1.879;6.5446;1.879;2.6702
2021-01-01 00:04:27;50;70;4.2216;2.1215;6.174;2.1215;2.879
2021-01-01 00:04:28;50;70;3.8527;2.3944;5.7515;2.3944;3.1215
2021-01-01 00:04:29;50;70;3.4227;2.6942;5.2852;2.6942;3.3944
2021-01-01 00:04:30;50;70;2.9389;3.0166;4.7839;3.0166;3.6942
2021-01-01 00:04:31;50;70;2.4089;3.3577;4.2568;3.3577;4.0166
2021-01-01 00:04:32;50;70;1.8406;3.7127;3.7135;3.7127;4.3577
2021-01-01 00:04:33;50;70;1.2434;4.0771;3.1639;4.0771;4.7127
2021-01-01 00:04:34;50;70;0.62668;4.4455;2.6173;4.4455;5.0771
2021-01-01 00:04:35;50;70;2.45E-14;4.8135;2.0839;4.8135;5.4455
2021-01-01 00:04:36;50;70;-0.62666;5.176;1.5732;5.176;5.8135
2021-01-01 00:04:37;50;70;-1.2434;5.5283;1.0938;5.5283;6.176
2021-01-01 00:04:38;50;70;-1.8406;5.8659;0.6548;5.8659;6.5283
2021-01-01 00:04:39;50;70;-2.4087;6.1841;0.26395;6.1841;6.8659
2021-01-01 00:04:40;50;70;-2.9389;6.479;0;6.479;7.1841
2021-01-01 00:04:41;50;70;-3.4227;6.7108;0;6.7108;7.479
2021-01-01 00:04:42;50;70;-3.8525;6.8108;0;6.8108;7.7108
2021-01-01 00:04:43;50;70;-4.2216;6.9108;0;6.9108;7.8108
2021-01-01 00:04:44;50;70;-4.5241;7.0108;0;7.0108;7.9108
2021-01-01 00:04:45;50;70;-4.7552;7.1108;0;7.1108;8.0108
2021-01-01 00:04:46;50;70;-4.9114;7.2108;0;7.2108;8.1108
2021-01-01 00:04:47;50;70;-4.9901;7.3108;0;7.3108;8.2108
2021-01-01 00:04:48;50;70;-4.9901;7.4108;0;7.4108;8.3108
2021-01-01 00:04:49;50;70;-4.9114;7.5108;0.012927;7.5108;8.4108
2021-01-01 00:04:50;50;70;-4.7552;7.6043;0.36785;7.6043;8.5108
2021-01-01 00:04:51;50;70;-4.5241;7.5261;0.7888;7.5261;8.6043
2021-01-01 00:04:52;50;70;-4.2216;7.4141;1.2729;7.4141;8.5261
2021-01-01 00:04:53;50;70;-3.8525;7.2696;1.8163;7.2696;8.4141
2021-01-01 00:04:54;50;70;-3.4227;7.0942;2.4136;7.0942;8.2696
2021-01-01 00:04:55;50;70;-2.9389;6.8907;3.058;6.8907;8.0942
2021-01-01 00:04:56;50;70;-2.4087;6.6625;3.7272;6.6625;7.8907
2021-01-01 00:04:57;50;70;-1.8406;6.4203;4.4115;6.4203;7.6625
2021-01-01 00:04:58;50;70;-1.2434;6.1693;5.1012;6.1693;7.4203
2021-01-01 00:04:59;50;70;-0.62666;5.9144;5.7861;5.9144;7.1693
2021-01-01 00:05:00;50;70;-7.3476E-15;5.6604;6.4562;5.6604;6.9144
2021-01-01 00:05:01;50;70;0.62668;5.4124;7.1018;5.4124;6.6604
2021-01-01 00:05:02;50;70;1.2434;5.1755;7.7136;5.1755;6.4124
2021-01-01 00:05:03;50;70;1.8406;4.954;8.2833;4.954;6.1755
2021-01-01 00:05:04;50;70;2.4089;4.7527;8.8034;4.7527;5.954
2021-01-01 00:05:05;50;70;2.9389;4.5749;9.2668;4.5749;5.7527
2021-01-01 00:05:06;50;70;3.4227;4.4248;9.6675;4.4248;5.5749
2021-01-01 00:05:07;50;70;3.8527;4.305;10;4.305;5.4248
2021-01-01 00:05:08;50;70;4.2216;4.2187;10.262;4.2187;5.305
2021-01-01 00:05:09;50;70;4.5241;4.1679;10.446;4.1679;5.2187
2021-01-01 00:05:10;50;70;4.7554;4.1544;10.556;4.1544;5.1679
2021-01-01 00:05:11;50;70;4.9114;4.1788;10.587;4.1788;5.1544
2021-01-01 00:05:12;50;70;4.9901;4.242;10.54;4.242;5.1788
2021-01-01 00:05:13;50;70;4.9901;4.344;10.419;4.344;5.242
2021-01-01 00:05:14;50;70;4.9114;4.4835;10.227;4.4835;5.344
2021-01-01 00:05:15;50;70;4.7554;4.6599;9.9643;4.6599;5.4835
2021-01-01 00:05:16;50;70;4.5241;4.8706;9.6394;4.8706;5.6599
2021-01-01 00:05:17;50;70;4.2216;5.1139;9.2575;5.1139;5.8706
2021-01-01 00:05:18;50;70;3.8527;5.3863;8.8255;5.3863;6.1139
2021-01-01 00:05:19;50;70;3.4227;5.6845;8.3512;5.6845;6.3863
2021-01-01 00:05:20;50;70;2.9389;6.0051;7.8431;6.0051;6.6845
2021-01-01 00:05:21;50;70;2.4089;6.3434;7.3099;6.3434;7.0051
2021-01-01 00:05:22;50;70;1.8406;6.6954;6.7611;6.6954;7.3434
2021-01-01 00:05:23;50;70;1.2434;7.0564;6.2063;7.0564;7.6954
2021-01-01 00:05:24;50;70;0.62668;7.4214;5.6551;7.4214;8.0564
2021-01-01 00:05:25;50;70;-9.8036E-15;7.7857;5.1171;7.7857;8.4214
2021-01-01 00:05:26;50;70;-0.62666;8.1444;4.6019;8.1444;8.7857
2021-01-01 00:05:27;50;70;-1.2434;8.4926;4.1186;8.4926;9.1444
2021-01-01 00:05:28;50;70;-1.8406;8.8261;3.6753;8.8261;9.4926
2021-01-01 00:05:29;50;70;-2.4087;9.1403;3.2804;9.1403;9.8261
2021-01-01 00:05:30;50;70;-2.9389;9.4314;2.9408;9.4314;10.14
2021-01-01 00:05:31;50;70;-3.4227;9.6953;2.663;9.6953;10.431
2021-01-01 00:05:32;50;70;-3.8525;9.9288;2.452;9.9288;10.695
2021-01-01 00:05:33;50;70;-4.2216;10.129;2.312;10.129;10.93
2021-01-01 00:05:34;50;70;-4.5241;10.296;2.2465;10.296;11.129
2021-01-01 00:05:35;50;70;-4.7552;10.424;2.2572;10.424;11.296
2021-01-01 00:05:36;50;70;-4.9114;10.513;2.3451;10.513;11.424
2021-01-01 00:05:37;50;70;-4.9901;10.566;2.5092;10.566;11.513
2021-01-01 00:05:38;50;70;-4.9901;10.577;2.7483;10.577;11.566
2021-01-01 00:05:39;50;70;-4.9114;10.552;3.0595;10.552;11.577
2021-01-01 00:05:40;50;70;-4.7552;10.492;3.4386;10.492;11.552
2021-01-01 00:05:41;50;70;-4.5241;10.394;3.8806;10.394;11.492
2021-01-01 00:05:42;50;70;-4.2216;10.267;4.3793;10.267;11.394
2021-01-01 00:05:43;50;70;-3.8525;10.107;4.9282;10.107;11.267
2021-01-01 00:05:44;50;70;-3.4227;9.9231;5.5191;9.9231;11.107
2021-01-01 00:05:45;50;70;-2.9389;9.7166;6.1437;9.7166;10.923
2021-01-01 00:05:46;50;70;-2.4087;9.492;6.793;9.492;10.718
2021-01-01 00:05:47;50;70;-1.8406;9.2537;7.458;9.2537;10.492
2021-01-01 00:05:48;50;70;-1.2434;9.0065;8.1287;9.0065;10.255
2021-01-01 00:05:49;50;70;-0.62666;8.7549;8.7954;8.7549;10.006
2021-01-01 00:05:50;50;70;-8.5722E-15;8.5037;9.449;8.5037;9.7549
2021-01-01 00:05:51;50;70;0.62668;8.2581;10.079;8.2581;9.5037
2021-01-01 00:05:52;50;70;1.2434;8.0228;10.678;8.0228;9.2581
2021-01-01 00:05:53;50;70;1.8406;7.8021;11.236;7.8021;9.0228
2021-01-01 00:05:54;50;70;2.4089;7.6005;11.746;7.6005;8.8021
2021-01-01 00:05:55;50;70;2.9389;7.4221;12.202;7.4221;8.6005
2021-01-01 00:05:56;50;70;3.4227;7.2705;12.593;7.2705;8.4221
2021-01-01 00:05:57;50;70;3.8527;7.1489;12.92;7.1489;8.2705
2021-01-01 00:05:58;50;70;4.2216;7.0603;13.174;7.0603;8.1489
